gɹæs	kɹas
lɹɛɸœɹflɛst	lɹɛpɛɹflɛst
feɹbnɹɛɹlbɹil	feɹbnɹɛɹlpɹil
gɹiɹglɹoɹlsil	gɹɪɹklɹoɹlsil
siɹdsnifzok	tɪɹtsnifdog
snɔpyɹbgɹiɹp	snɔpɪɹpkɹiɹp
bɹɔɹftsɛkdɹɔɹt	bɹɔɹftsɛkdɹɔɹd
sɹitnɹotsɹif	sɹitnɹotsɹif
ɢoffɛɹsfiɹn	goffɛɹsfɪɹn
bjofpniɹn	bɪofpniɹn
bɹuɹgtsipzuk	bɹʊɹgtsipdʊg
bɹɛklidæɹt	pɹɛklidaɹd
nifdɹugfɹi	nɪftɹʊgfɹi
ɸuɹglɛstpɸuɹk	puɹglɛstpfʊɹk
nɛɹfdɹeɹfseɹp	nɛɹfdɹeɹfseɹp
nɹodbɹænsgɹɔɹp	nɹodbɹanskɹɔɹp
snimbɹesɸik	sninbɹespig
dɹobɹotgɹiɹk	dɹopɹotkɹɪɹk
ɹuɸœktsæɹf	ɹʊpɛktsaɹf
snɔɹgsnæɹbβœp	snɔɹgsnaɹpbɛp
nɹiɹdxɛɹgtsɛl	nɹɪɹdkɛɹgtsɛl
ɸɔɹfbɹeɹdlæfp	pɔɹfpɹeɹdlafp
ɹosttsæfloɹt	ɹosttsafloɹd
ɣedbɹuɹdsɹop	gedpɹʊɹtsɹob
suɹsβœɹlgɹins	tʊɹsbɛɹlkɹins
ɹæbɹuɹgnoɹt	ɹapɹuɹknoɹd
insnustfip	insnʊstfɪp
ɸœɹsfɹæɹbgɹi	pɛɹsfɹaɹbgɹɪ
suɹdɹɛɹbfɹiɹf	tʊɹtɹɛɹpfɹiɹf
bɹeltsinsβoɹp	pɹeltsinsboɹp
bɹiɹdlɹoɹgquɹt	bɹɪɹdlɹoɹkkʊɹd
dɹæɹdɸunszeɹf	dɹaɹdpʊnsdeɹf
nɹifsɹɔɹbɸɶt	nɹɪfsɹɔɹppad
dɹɔɹzukfufp	tɹɔɹdʊkfufp
bygɢɔnlɹup	bɪggɔnlɹup
segbɹufpɸuɹk	tegpɹʊfpfʊɹg
tsænsbɹæɹlsifp	tsanspɹaɹltifp
bɹigɢoksniɹl	bɹɪggoksnɪɹl
ɸifbɹɛpdɹoɹ	pifbɹɛptɹoɹ
nɛɹgbɹindɹiɹl	nɛɹgbɹɪndɹiɹl
nɹoflɹækfi	nɹoflɹakfi
pystpɸekɸuɹl	pɪstpfekpʊɹl
bɹæɹglolsuk	pɹaɹklolsʊk
gɹɔɹggɹɛɹβi	kɹɔɹkkɹɛɹpi
ɢustɣeɹssɹeɹp	gʊstgeɹssɹeɹp
iɹspɸɔŋgɹeɹ	iɹspfɔnkɹeɹ
dɹænsnɛɹbpɸop	tɹansnɛɹbpfob
gɹuffoɹnsnɛt	kɹuffoɹnsnɛt
gɹuɹgsɹɔlgæɹf	gɹuɹgsɹɔlgaɹf
lɹulfɹuɹsnɹop	lɹʊlfɹʊɹsnɹob
funstsiɹftsit	funstsiɹftsɪd
zɔndɹeɹggɹoɹp	dɔndɹeɹgkɹoɹb
iɹsiɹbtsæɹs	iɹsiɹptsaɹs
dɹeɹɱfɹiɹlsifp	dɹeɹnfɹɪɹlsifp
tsissufquɹp	tsissufkʊɹp
bɹɔɹlɛɹnlɹin	bɹɔɹlɛɹnlɹin
gɹefsnæɸol	gɹefsnapol
ustxibnet	ustkɪbned
fɹɛfsɛlfɹɛk	fɹɛfsɛlfɹɛk
sneɹbnensin	sneɹbnentin
nɹuɹdgɹeɹmpɸæɹp	nɹʊɹdkɹeɹnpfaɹp
ufgɹofpbɹɔt	ufkɹofppɹɔt
luknɛɹdɹuk	lʊknɛɹtɹug
kæɹfigɸit	kaɹfigpid
fɹeɹbsnoflɹiɹk	fɹeɹpsnoflɹiɹg
nɔflɹɛdxɛk	nɔflɹɛdkɛg
nɹɛɹgpɸɛɹgbɹɛk	nɹɛɹgpfɛɹkpɹɛg
sɹæɹgɸøkɸu	sɹaɹkpekpu
qoɹdzeɹbxiɹl	koɹddeɹpkiɹl
sɛnslɹɔndɹɔk	tɛnslɹɔntɹɔk
lɹedlɹoɹgsuɹf	lɹedlɹoɹgsʊɹf
lɹiɹbfæsnop	lɹɪɹpfasnop
nifplistsɹɔɹt	nɪfplɪstsɹɔɹt
lonsgɹɔbɸul	lonsgɹɔbpʊl
suɹfɹigtsɔɹ	tuɹfɹigtsɔɹ
pɸisgɹɔbɸɔns	pfɪsgɹɔbpɔns
sɔɹfsuɹlsnufp	tɔɹfsʊɹlsnʊfp
lɹɔnsɸifppɸet	lɹɔnspifppfed
niɱfɔɹbɣif	ninfɔɹbgɪf
lɹuɹgsnɔdqot	lɹʊɹksnɔdkot
dɹistpyɹgseɹf	dɹɪstpɪɹgseɹf
pɸiɹbloɹsɸɔɹl	pfɪɹploɹspɔɹl
fidβœɹzɔns	fɪdbɛɹdɔns
lulsɹuɹdnɹuɹf	lʊlsɹuɹdnɹuɹf
snunsudβok	snuntudbog
dɹiɹdbɹænsbɹop	dɹiɹdbɹanspɹop
ɣebfɛɹsfɹuns	gebfɛɹsfɹʊns
dɹɔɹnsɹæŋgɹiɹp	dɹɔɹnsɹangɹɪɹb
pɸæɹggɹofpnɹip	pfaɹkkɹofpnɹɪb
sɹitpɸɔɹsgɹuns	sɹɪtpfɔɹsgɹʊns
lɛɹgdɹuɹβɶɹl	lɛɹktɹuɹpaɹl
bɹiɹbfiɣel	bɹiɹpfɪgel
gɹuɹllæɹfdɹis	kɹuɹllaɹfdɹis
qoppɸufɢut	koppfufgʊd
dɹiɹzɛfæns	dɹiɹdɛfans
ɸɶɹddæɹlɹɔk	paɹtdaɹlɹɔk
gɹeɹgbɹoɹgsnup	gɹeɹgpɹoɹksnup
zustfɹuɹndɹuɹl	dustfɹuɹndɹuɹl
lɹɛɹffɹolnɹɛt	lɹɛɹffɹolnɹɛd
fuɹfɹoɹbbɹɔɹf	fʊɹfɹoɹpbɹɔɹf
zeŋgɹissnuɹn	dengɹissnuɹn
gɹɔɹmbɹegɹuk	gɹɔɹnbɹegɹʊg
dɹeglɛstbɹiɹf	tɹeglɛstbɹiɹf
bɹofæɹβuns	bɹofaɹpʊns
gɹensɹæɹgɢuɹt	kɹensɹaɹkgʊɹt
sænsɔbgɹiɹn	sansɔbkɹiɹn
dɹigɸɶgfɛk	dɹɪgpagfɛg
ɹeɹfgɹægquɹt	ɹeɹfgɹagkʊɹd
dɹiɹnitnɹuf	tɹiɹnitnɹʊf
nunsɹusdɹek	nʊnsɹʊstɹeg
zuɹbxiɹsfɹiɹn	dʊɹbkɪɹsfɹiɹn
pɸustsɛmbɹul	pfustsɛnbɹʊl
dɹufbɹigsɹuɹt	dɹufpɹigsɹʊɹt
zuɹŋgɹissna	duɹnkɹɪssna
gɹuɹddɹonsnɹiɹt	gɹʊɹddɹonsnɹɪɹd
bɹuɹdnɹistgɹoɹt	pɹuɹdnɹistkɹoɹd
suɹllɹæŋqɔɹn	sʊɹllɹankɔɹn
gɹutzissnik	kɹutdɪssnɪk
nubfiɹgsɛɹf	nubfiɹksɛɹf
dɹɛllɹuɹlsnust	dɹɛllɹuɹlsnust
pyɹdgɹesgɹuɹf	pɪɹtgɹesgɹuɹf
gɹæbbɹiɹbgɹus	gɹabpɹiɹbgɹus
gɹoɹlgɹunlɹæɹn	gɹoɹlgɹʊnlɹaɹn
sæɹlfɹifptæst	saɹlfɹɪfptast
dɹɛɹgfɔpɸoɹ	dɹɛɹkfɔppoɹ
dɹolbɹuklɹiɹs	dɹolpɹʊklɹɪɹs
itqubgɹeɹp	ɪtkʊbgɹeɹp
iɹbpɸɛlɸoɹs	ɪɹbpfɛlpoɹs
dɹiplæɹgnɹoɹp	tɹiplaɹknɹoɹb
qupzebpɸist	kʊpdebpfɪst
qunslɹunsfɹoɹs	kʊnslɹʊnsfɹoɹs
lɹumβiɹdfɔns	lɹunbiɹdfɔns
ɢuɹsneɹnlɹiɹt	guɹsneɹnlɹiɹt
sebnipbɹɛɹs	tebnipbɹɛɹs
fɹɛmpɸifsɔt	fɹɛnpfifsɔd
ɢosnɔnɹoɹp	gosnɔnɹoɹb
bɹɛksespɸæɹl	pɹɛktespfaɹl
bɹistβuɹlsɹef	pɹistbʊɹlsɹef
dɹuɹbsɹæbpɸuɹf	tɹʊɹpsɹabpfʊɹf
byɹɢuttsiɹs	bɪɹkʊttsɪɹs
fɹolɹæfbɹiɹp	fɹolɹafpɹɪɹb
aɹlsegqɔs	aɹlsegkɔs
quɹlfɹɔfbɹɔn	kuɹlfɹɔfpɹɔn
bɹiɹbɢodɹæɹk	pɹɪɹpgodɹaɹg
βuɹɣɛsgɹoɹs	buɹgɛskɹoɹs
lugsnikbɹɔf	lʊgsnikbɹɔf
ɸɶdsiɹgβoɹp	padsiɹkboɹb
lilfuɹfsɹiɹ	lɪlfuɹfsɹiɹ
ɣeɹgtsumβɶs	geɹgtsunbas
pɸuɹdgɹifpbɹiɹs	pfʊɹtkɹɪfpbɹɪɹs
dɹifɹɔkdɹɛk	tɹɪfɹɔktɹɛg
ɸoɹgpɸɔɹnɹust	poɹkpfɔɹnɹʊst
ɹoɹnɹinsgɹɛɹp	ɹoɹnɹinsgɹɛɹb
xitɣɛktsuɹf	kɪtgɛktsuɹf
pɸifpgɹistsæf	pfɪfpgɹɪstsaf
bɹiɹllɹisgɹuɹn	pɹɪɹllɹiskɹʊɹn
gɹendɹeɹgdɹæf	gɹentɹeɹktɹaf
ɢublɹuɹdgɹuɹk	gublɹʊɹtkɹʊɹg
sotpɸɛɹgnɹuɹf	totpfɛɹknɹʊɹf
nɹuɹβolβɶɹk	nɹuɹpolbaɹg
lilluɹbnɹæfp	lɪlluɹpnɹafp
dɹiɹdnuɹggɹɔɹk	tɹɪɹtnuɹggɹɔɹk
nɹefpɸɹoɹgze	nɹefpfɹoɹkde
sɹɛnnɹiggɹuɹp	sɹɛnnɹiggɹuɹp
dɹiɹɢulsnun	tɹɪɹgʊlsnun
snæstgɹætfɹeɹp	snastkɹatfɹeɹb
dɹɔɹbɹilbɹol	tɹɔɹbɹilpɹol
dɹɛnlɹuɹdgɹus	dɹɛnlɹʊɹdkɹʊs
suɹmβuɹdsniɹp	tuɹnbuɹtsnɪɹb
gɹæɹgbɹɛɹlɹoɹt	gɹaɹkbɹɛɹlɹoɹd
idqɔɹdɹik	ɪdkɔɹtɹɪg
dɹodɹibfɹuɹs	dɹodɹɪbfɹʊɹs
nuɹdɹigæɹp	nuɹdɹigaɹp
nipgælɢuns	nɪpgalguns
fwøɹfbɹuɹn	fʊeɹfbɹuɹn
gɹiɹbgæɹndɹup	gɹɪɹpgaɹndɹub
ɸœɹggɹɔgnust	pɛɹkgɹɔgnust
leɹɱfuɹbsɛɹs	leɹnfʊɹbsɛɹs
xɛɹdtsoɹɛɹp	kɛɹdtsoɹɛɹp
sɹæɹmɸɔfpdɹoɹl	sɹaɹnpɔfpdɹoɹl
pɸuɹbnofɹes	pfʊɹpnofɹes
pɸiɹfɸidtæst	pfɪɹfpidtast
dɹiŋgɹofɹoɹt	tɹinkɹofɹoɹt
sɹeɹgɸuɹŋxɛl	sɹeɹkpuɹnkɛl
nufpniklɹik	nufpniklɹɪk
dɹuɹfβɔnɹiɹf	dɹʊɹfbɔnɹiɹf
ɣitsoɹdbɹuɹk	gɪtsoɹtbɹuɹk
nofbɹiɹbbɹin	nofpɹiɹbpɹɪn
bɹukbɹiɹspɸuk	bɹʊkbɹɪɹspfʊg
dɹæɹbxiɹlut	dɹaɹbkiɹlud
ikqonslɹeɹk	ikkonslɹeɹg
nægpɸuddɹufp	nagpfuddɹufp
sɔkfuɹfsɹiɹp	sɔkfuɹfsɹiɹb
bɹoklɹuɹdxeɹt	pɹoklɹuɹdkeɹt
lɹæɹdbɹæɹβœk	lɹaɹdbɹaɹbɛk
bɹuɹβunsnæp	pɹuɹpunsnab
sɹɔsɹɔɹlɣiɹl	sɹɔsɹɔɹlgɪɹl
sɔbbɹifgɹuɹn	tɔbpɹifkɹʊɹn
lɹopbɹɛɹlgɹæɹk	lɹopbɹɛɹlgɹaɹk
lɹiɹgloɹgnuf	lɹiɹkloɹknʊf
lɹiɹsfuddɹɔn	lɹiɹsfudtɹɔn
lɹɔkβɶfptsæns	lɹɔkbafptsans
dɹoɹnnɹetbɹæk	tɹoɹnnɹetbɹak
neɹsneɹfbɹifp	neɹsneɹfbɹifp
lɹɔɹbɹɛɹgsil	lɹɔɹbɹɛɹgtɪl
ugɢuɹdbɹæɹs	ʊggʊɹdbɹaɹs
bɹelsedla	bɹeltedla
ɸoksiɹɣiɹk	poksiɹkɪɹg
fulnubɹæns	fʊlnʊbɹans
ɸœɹdtsæɹdgɹet	pɛɹttsaɹdgɹed
bɹeɹsgɹiɹdgɹust	bɹeɹskɹiɹtkɹʊst
gɹeɹdnidsɹɔɹl	kɹeɹdnɪdsɹɔɹl
snɛmbɹɔdɹup	snɛnpɹɔdɹup
lɹæɹblɛsɸiɹk	lɹaɹplɛspiɹk
nɹubzeɹsnuk	nɹubdeɹsnʊk
bɹænssuɹslɔɹs	bɹanstʊɹslɔɹs
bɹiɹgdɹikfɔp	bɹiɹgtɹikfɔp
βɔɹdtæktsɛk	bɔɹdtaktsɛk
dɹæstgɹombɹɔɹs	dɹastkɹonbɹɔɹs
ɹætlɹiɹbɹik	ɹatlɹɪɹpɹig
sɹæɹdxɛɹsɹis	sɹaɹdkɛɹsɹɪs
dɹognɹufzut	dɹognɹufdʊt
dɹuɹdnɹeldɹeɹp	tɹʊɹtnɹeltɹeɹp
pɸɛbɹɛɹɱfuɹn	pfɛpɹɛɹnfʊɹn
ɹonsgɹɛɹsnif	ɹonsgɹɛɹsnɪf
bɹindɹæstsɹiɹ	pɹɪndɹastsɹɪɹ
upβɔnzuɹk	ʊpbɔnduɹk
βogbɹɔɹsgɹæl	bogbɹɔɹskɹal
qoɹmpɸupseɹp	koɹnpfupteɹp
ɛɹsqunnɔɹp	ɛɹskʊnnɔɹp
fɹollæsɹɔɹ	fɹollasɹɔɹ
nɔdlɹɔkfip	nɔdlɹɔkfip
dɹodsnɔbnɹɛɹk	tɹodsnɔbnɹɛɹg
ɹifplɔɱfɹut	ɹɪfplɔnfɹʊt
quɹbytsnæɹs	kʊɹbɪtsnaɹs
lɹustnɛɸɶɹf	lɹʊstnɛpaɹf
bɹiɹlgɹufdɹæf	pɹiɹlkɹʊfdɹaf
bɹiɹmbɹuflɹɛɹp	pɹɪɹnbɹuflɹɛɹb
pɸuɹsnistsik	pfʊɹsnɪsttik
pɸofppɸoɹgses	pfofppfoɹgtes
sɹiɹnsiɹdnɔfp	sɹɪɹntɪɹtnɔfp
bɹɛfsæɹlqut	pɹɛfsaɹlkʊt
sɹiɹdsnudlin	sɹiɹdsnʊdlɪn
snunsfɹuɹglɹup	snunsfɹʊɹglɹub
zugzistzip	dugdistdɪb
dɹustqoɹgfɹin	tɹʊstkoɹkfɹin
nogdɹiɹgbɹɔɹ	nogtɹiɹgbɹɔɹ
pɸɛslitsiɹk	pfɛslɪtsiɹk
dægzɔpse	dagdɔpte
zinsfɹiɹbsnɔ	dinsfɹiɹbsnɔ
næɹmbɹæɹlsuɹl	naɹnpɹaɹltʊɹl
ɸɔstɢulsnip	pɔstgʊlsnip
bɹonsniɹdgɹost	bɹonsnɪɹtkɹost
tsunsgɹæɹbɸɔns	tsʊnsgɹaɹppɔns
fɹitgɹudxiɹk	fɹɪtkɹʊdkiɹg
fɹɛɹdsnudsnɔst	fɹɛɹdsnʊdsnɔst
gɹofpɸiɹfbɹiɹp	kɹofppiɹfbɹɪɹp
ɢokbɹidɹis	gokbɹɪtɹis
βøɹdɹoldæɹs	beɹtɹoldaɹs
gɹɔɹfxibnuɹt	gɹɔɹfkibnuɹt
sogtsælβol	sogtsalbol
nuŋgɹoɹfnɔns	nʊngɹoɹfnɔns
zeɹbxiɹblɹæp	deɹbkiɹplɹap
nuftsɔbsnet	nuftsɔbsnet
zufdɹɛstpɸuɹp	dʊfdɹɛstpfʊɹp
dɹjɔkdɹɛf	dɹiɔktɹɛf
ɢulzeɹmpɸɛɹf	gʊldeɹnpfɛɹf
tsustnɹɔbbɹɔf	tsustnɹɔbpɹɔf
sɹustsisɢɔs	sɹʊstsisgɔs
ɸɶɹgnuɹfpɸep	paɹknʊɹfpfep
gɹuksɔɹbɸøf	gɹʊktɔɹppef
sɔtdɹuɹgfɔɹl	tɔtdɹʊɹkfɔɹl
bɹætɸiɹsnip	bɹatpiɹsnɪb
ɣiɹsdɹeɹlfɔɹn	gɪɹsdɹeɹlfɔɹn
dɹoɹdgɹiglɹin	dɹoɹdkɹɪglɹɪn
dɹuɹgzɛɹblɹɛf	tɹuɹgdɛɹplɹɛf
lɹɔɹflɹɛɹfsut	lɹɔɹflɹɛɹfsut
finsɣifppɸeɹt	finsgɪfppfeɹd
fɔfptsɛɹlbɹuɹs	fɔfptsɛɹlbɹʊɹs
næsdɹuɹbsɹus	nastɹʊɹbsɹus
qodpɸɛdfɔɹf	kodpfɛdfɔɹf
snuɹbgɹitsɹɔl	snʊɹpgɹɪtsɹɔl
nuɹdɸɔɹdɸœp	nuɹtpɔɹdpɛp
etpydgæs	etpɪdgas
quɹslɹækdɹu	kuɹslɹakdɹʊ
fɹæɹbgɹɔŋgɹo	fɹaɹpkɹɔngɹo
qɔglɹiɹfgɹi	kɔglɹɪɹfkɹi
fɹɔɹbbɹodsɹiɹk	fɹɔɹbbɹodsɹiɹg
ziɹgtsɛɹsfins	dɪɹktsɛɹsfɪns
bɹistlɹinsɹeɹl	bɹistlɹinsɹeɹl
tsæɹbdɹɛɹgfɹi	tsaɹpdɹɛɹkfɹɪ
qɔfpdɹuɹbɹæn	kɔfpdɹuɹpɹan
fuɹltsuɹmβins	fuɹltsuɹnbins
ɸɔsneɹgbɹuk	pɔsneɹkbɹʊg
tsuɹgdɹuɹsæɹt	tsʊɹkdɹuɹsaɹd
quɹzɛɹdɸœt	kʊɹdɛɹdpɛt
suɹgsɹulzens	tuɹksɹʊldens
bɹiɹgluɹspyɹt	pɹɪɹkluɹspɪɹd
ɢonstsonlɹæp	gonstsonlɹab
fɹustdɹolfɹɛɹp	fɹʊstdɹolfɹɛɹp
sifplɹeɹsnɹep	sifplɹeɹsnɹeb
dɹettsuɹlsɹæn	dɹettsuɹlsɹan
snɛɹglæstlɹæp	snɛɹklastlɹap
dɹɛɹflɹefxiɹl	dɹɛɹflɹefkɪɹl
dɹuɹgnɹeɹbβoɹp	tɹuɹgnɹeɹbboɹb
dɹɔɱfiɹgnifp	dɹɔnfiɹknɪfp
gɹoɹdsɹifplɹɔɹ	kɹoɹdsɹifplɹɔɹ
nɔɹdsɹuɹnɹæt	nɔɹdsɹʊɹnɹad
fɹæɹsɸɶdtsuk	fɹaɹspadtsʊk
zifsifpdɹos	dɪfsifpdɹos
fæsɹoɹddɹins	fasɹoɹtdɹins
lɹoɹlbɹisbɹuɹf	lɹoɹlpɹɪsbɹʊɹf
ɣiklistzus	gɪklɪstdʊs
bɹæɹdlɛbɹop	pɹaɹtlɛpɹob
ifgɹiɹldɹɔl	ifkɹiɹltɹɔl
nɹissɛɹfsne	nɹissɛɹfsne
sɹunsgɹupsɹɛɹs	sɹʊnskɹupsɹɛɹs
sɹuɹdβoɹβœt	sɹuɹdboɹbɛt
ɹæɹgɹɔɹglɹiɹn	ɹaɹkɹɔɹglɹiɹn
fɹusɹosuɹl	fɹʊsɹotʊɹl
tseɹssoɹgɸufp	tseɹstoɹkpufp
lɹæɹbgɹoɹndɹɔɹ	lɹaɹbgɹoɹndɹɔɹ
seŋgɹɔlɸøp	tenkɹɔlpeb
bɹɛfpbɹɔsdɹiɹk	pɹɛfpbɹɔsdɹɪɹk
gɹæɹgbɹɛɹlgɹifp	gɹaɹkpɹɛɹlkɹɪfp
ɹupgɹolzut	ɹupkɹoldʊt
qutpɸuɹdsnuɹ	kʊtpfuɹdsnʊɹ
snɔsɸokfeɹs	snɔspokfeɹs
silæɹfɹɔɹt	tɪlaɹfɹɔɹd
gɹænslɹibɸɔp	kɹanslɹibpɔp
zɛlfɹipdæt	dɛlfɹɪpdat
kægpɸifxɛk	kagpfɪfkɛg
gɹisgɹɛgbɹif	kɹiskɹɛgpɹɪf
xilxitpɸot	kɪlkitpfod
dɹɛseɹmbɹæk	tɹɛseɹnpɹak
fogɹɔɹnɹeɹp	fokɹɔɹnɹeɹb
xiɹggɹɛgɸøt	kiɹkkɹɛgpet
dɹuɹdsoɹndɹes	dɹuɹdtoɹntɹes
ufsnutsoɹk	ʊfsnutsoɹk
loɹgbɹiɹndɹifp	loɹgpɹɪɹndɹɪfp
lotsiɹdqɔns	lotsɪɹtkɔns
ɹæɹgbɹɔɹgpɸæl	ɹaɹkbɹɔɹgpfal
βɔtgæsoɹl	bɔtgasoɹl
bɹægsɹiɹbsiɹt	pɹagsɹiɹpsɪɹt
nɹɛdβuɹost	nɹɛdbʊɹost
ɢumpɸiɹnnɔɹk	gʊnpfiɹnnɔɹg
βupsnæsziɹk	bʊpsnasdɪɹg
tsoɹlinnæst	tsoɹlɪnnast
tæɹgsnedgɹɛɹn	taɹgsnedkɹɛɹn
lonsɸuplɹuɹp	lonspʊplɹuɹb
sufgɹæfbɹin	tufkɹafbɹin
snensbɹɛɹddɹɔɹk	snenspɹɛɹdtɹɔɹg
xiɹfæstɣefp	kiɹfastgefp
βindɹiɹdnɹɛɹk	bindɹɪɹtnɹɛɹk
ɹɔstlæpsuɹ	ɹɔstlapsʊɹ
byɹɱfɛɹglon	bɪɹnfɛɹglon
pɸɔnssestdɹɛ	pfɔnstestdɹɛ
byɹspyɹfnɹoɹk	bɪɹspɪɹfnɹoɹk
lægdɹɛɹdɸœl	lagdɹɛɹtpɛl
nɹɔgdɹɔɹlbɹoɹl	nɹɔgtɹɔɹlbɹoɹl
fɛnslɛɹmpyf	fɛnslɛɹnpɪf
listbɹeɹflɹæɹt	lɪstbɹeɹflɹaɹd
setbɹiklæfp	setbɹiklafp
loɹɹuniɹf	loɹɹʊniɹf
niktsɛpɢost	niktsɛpgost
pɸiɹfgætnɹæns	pfɪɹfgatnɹans
ɛɹgdɹiɹgxeɹp	ɛɹktɹɪɹkkeɹp
ɸɶɹsbɹiɹdβil	paɹspɹiɹdbil
ɸɔɹnnɹɔɱfun	pɔɹnnɹɔnfun
fɹæɹgnobnuɹ	fɹaɹknobnʊɹ
feɹbsɔɹgsnɔɹn	feɹbtɔɹksnɔɹn
gɹistlɔɹfɢuns	kɹɪstlɔɹfguns
ɔɹbβogqɔɹp	ɔɹbbogkɔɹp
suɹlzɛggɹuk	suɹldɛggɹʊk
pɸæsgɹidnɔst	pfaskɹidnɔst
pɸɔdqofpɸɹɔns	pfɔdkofpfɹɔns
zigbɹæpgɹop	digbɹapkɹob
bɹoɹdɹiɹdnɹif	pɹoɹdɹɪɹtnɹif
finsbɹiɹgpɸæp	fɪnspɹiɹgpfab
noɹdbɹɔpɸæɹ	noɹdbɹɔpfaɹ
lɹisɹuttsæɹk	lɹisɹʊttsaɹk
ɸɔɹdnæsɸœp	pɔɹtnaspɛp
gɹɔpxɛfpgɹus	gɹɔpkɛfpgɹʊs
lɹodliɱfɹiɹl	lɹodlinfɹɪɹl
ziɹgsiɹggɹul	dɪɹgsiɹkgɹul
ɸigfɹiɹdlæfp	pigfɹiɹtlafp
ɹɛplustβul	ɹɛplustbul
lɹeɹdækdɹuns	lɹeɹtakdɹuns
lɹustnonsɹæɹn	lɹustnonsɹaɹn
qodsnifpsɔɹ	kodsnifptɔɹ
βiɹbyɹlgæɹp	biɹpɪɹlgaɹp
βufdɹitnɹist	buftɹɪtnɹɪst
zegɹoplek	degɹopleg
sɛɸoɹgɸuɹs	sɛpoɹgpuɹs
fɛsfɹufpdɹip	fɛsfɹufpdɹɪb
nɹiɹgɹostβɶs	nɹɪɹgɹostbas
fɹɔlfɹulnɛɹ	fɹɔlfɹulnɛɹ
lufpɸiɹbsɔɹt	lufpfiɹpsɔɹd
sɹinstsiɹgpɸæp	sɹɪnstsɪɹgpfab
nɹulziɹgsuɹk	nɹuldɪɹktuɹg
snɔkdɹæɹfbɹɔ	snɔkdɹaɹfpɹɔ
bɹɔɹɣiɹmbɹun	bɹɔɹkɪɹnbɹun
ɸœdbyɹsɸøɹt	pɛdbɪɹspeɹt
ɸubdɹoɹzust	pubtɹoɹdust
bɹuɹdbytɸus	pɹʊɹdbɪtpʊs
dɹæɹlpɸulɸɔɹk	dɹaɹlpfulpɔɹg
pɸonsnutɸœl	pfonsnʊtpɛl
dɹifɸœɹlnɹen	tɹɪfpɛɹlnɹen
gɹigɸukseɹk	kɹigpʊkseɹk
dɹeknuɹdbɹuɹk	dɹeknʊɹtbɹuɹk
βuɹblilfɹɛk	buɹblilfɹɛg
dɹɔsɔglɹɛɹk	dɹɔsɔglɹɛɹk
dɹisdæɹsbɹoɹl	dɹisdaɹsbɹoɹl
suɹlsinɹeɹt	sʊɹltɪnɹeɹt
ɸøɹdniɹdbɹist	peɹtnɪɹdbɹist
lɛstdɹɔɹbɹiɹs	lɛsttɹɔɹpɹɪɹs
afnɹæɹbɣist	afnɹaɹbgist
dɹɛɹffændɹɔt	dɹɛɹffantɹɔd
lɹuɹdsuɹsgɹun	lɹuɹdtuɹskɹun
nɛɹgbɹælpɸuɹk	nɛɹkbɹalpfuɹg
nɹensɹuɹnliɹk	nɹensɹuɹnlɪɹg
zɛlqɔɹssɹeɹk	dɛlkɔɹssɹeɹg
βøɹdtsɛɹmbɹi	beɹdtsɛɹnbɹi
ɣiɹstsiɹot	gɪɹstsɪɹot
βoɹdgɹotsɹis	boɹtgɹotsɹɪs
tsuɹsnuɹdtsul	tsuɹsnʊɹttsul
nuɹgqoltsip	nuɹkkoltsib
zuɹdfɹukɣɛp	duɹtfɹʊkgɛp
fɹiɹmpɸæstsɹuɹp	fɹiɹnpfastsɹʊɹp
nɹɔɹsɹɛɹflu	nɹɔɹsɹɛɹflu
suɹdpɸuɹddɹæst	suɹdpfuɹddɹast
sifpɸɔɹgsɹæp	sifpfɔɹksɹap
bɹɛgludsuɹ	bɹɛgludtʊɹ
zeɹfpɸidɸuɹk	deɹfpfidpuɹk
ɸostnɹotliɹs	postnɹotliɹs
fɹɔlɹɛɹdfɹæɹl	fɹɔlɹɛɹtfɹaɹl
fɛsnɹiɹndɹiɹ	fɛsnɹɪɹndɹɪɹ
nɹeɹsdɹætnik	nɹeɹsdɹatnig
gɹɔstgɹinsut	gɹɔstkɹintʊd
xitnɹulfɹuɹp	kɪtnɹʊlfɹʊɹp
gɹiɹmɸuttsust	gɹɪɹnputtsʊst
qɔgɹunnɹuɹf	kɔkɹunnɹʊɹf
snustgɹæfsɹip	snustgɹafsɹip
seɹɣegfifp	seɹgegfifp
niɹllɹuɹbɹup	nɪɹllɹʊɹpɹʊb
βifpdɹæbfɹup	bifptɹabfɹub
sniɹbɹuɹdfɹek	snɪɹbɹuɹdfɹeg
nɹoɹgɹollɹik	nɹoɹgɹollɹig
gɹæɹddɹeɹfsut	gɹaɹttɹeɹftʊd
dɹɔɹgzɛɹlzɔ	dɹɔɹgdɛɹldɔ
fæpbɹistsɹɔk	fappɹistsɹɔg
xinsuɹdbɹuɹp	kɪnsʊɹtpɹʊɹb
gɹɔnɹæɹfɸuk	gɹɔnɹaɹfpʊg
fɹæɹzoɹntæɹp	fɹaɹdoɹntaɹp
sistxiɹlleɹs	sistkɪɹlleɹs
xefɹiɹdluɹk	kefɹiɹdlʊɹg
sensɹɔstβiɹt	sensɹɔstbiɹt
fɹesbɹætzust	fɹesbɹatdʊst
nuɹdtsuɹɢup	nʊɹttsʊɹgup
